[10 10
 .........T
 XX...XX...
 X.........
 XXXXXXX...
 ....XG....
 XX..XGX...
 ....XXX...
 XX...XX.K.
 S.........
 XX...XX...]
DELAY: 46.0;PACMAN: 1,4;GHOSTS: [[1, 1], [2, 9]];KEYS: []
DELAY: 46.0;PACMAN: 1,5;GHOSTS: [[1, 1], [2, 10]];KEYS: []
DELAY: 43.0;PACMAN: 1,6;GHOSTS: [[1, 1], [2, 10]];KEYS: []
DELAY: 44.0;PACMAN: 1,7;GHOSTS: [[1, 1], [1, 10]];KEYS: []
DELAY: 47.0;PACMAN: 1,8;GHOSTS: [[1, 1], [2, 10]];KEYS: []
DELAY: 48.0;PACMAN: 1,9;GHOSTS: [[1, 1], [2, 9]];KEYS: []
DELAY: 46.0;PACMAN: 2,9;GHOSTS: [[1, 1], [1, 9]];KEYS: []
DELAY: 43.0;PACMAN: 3,9;GHOSTS: [[1, 1], [1, 9]];KEYS: []
DELAY: 46.0;PACMAN: 4,9;GHOSTS: [[1, 1], [1, 9]];KEYS: []
DELAY: 931.0;PACMAN: 5,9;GHOSTS: [[1, 1], [1, 8]];KEYS: []
DELAY: 100.0;PACMAN: 6,9;GHOSTS: [[1, 1], [1, 8]];KEYS: []
DELAY: 44.0;PACMAN: 7,9;GHOSTS: [[1, 1], [1, 9]];KEYS: []
DELAY: 42.0;PACMAN: 8,9;GHOSTS: [[1, 1], [2, 9]];KEYS: []
DELAY: 44.0;PACMAN: 8,8;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 5243.0;PACMAN: 8,8;GHOSTS: [[1, 1], [3, 8]];KEYS: []
DELAY: 90.0;PACMAN: 7,8;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 51.0;PACMAN: 6,8;GHOSTS: [[1, 1], [1, 8]];KEYS: []
DELAY: 42.0;PACMAN: 5,8;GHOSTS: [[1, 1], [1, 8]];KEYS: []
DELAY: 46.0;PACMAN: 4,8;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 42.0;PACMAN: 3,8;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 41.0;PACMAN: 3,7;GHOSTS: [[1, 1], [2, 9]];KEYS: []
DELAY: 43.0;PACMAN: 3,8;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 3200.0;PACMAN: 3,9;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 89.0;PACMAN: 3,10;GHOSTS: [[1, 1], [2, 8]];KEYS: []
DELAY: 40.0;PACMAN: 2,10;GHOSTS: [[1, 1], [3, 8]];KEYS: []
DELAY: 46.0;PACMAN: 1,10;GHOSTS: [[1, 1], [4, 8]];KEYS: []
DELAY: 46.0;PACMAN: 2,10;GHOSTS: [[1, 1], [4, 9]];KEYS: []
